Cores;Input Size;Time;Time MCSTL;Workpakets
8;100000;0.0027;0.002016;48
8;100000;0.002613;0.002143;48
8;1000000;0.019927;0.023907;48
8;1000000;0.019892;0.01719;48
8;1000000;0.019821;0.020129;48
8;1000000;0.021448;0.021667;48
8;1000000;0.020246;0.020373;48
8;1000000;0.020687;0.017661;48
8;1000000;0.020009;0.018745;48
8;1000000;0.020225;0.017768;48
8;1000000;0.019895;0.018775;48
8;1000000;0.019798;0.018781;48
8;1000000;0.020175;0.020561;48
8;1000000;0.020531;0.021073;48
8;1000000;0.020232;0.017234;48
8;1000000;0.020386;0.017162;48
8;1000000;0.02038;0.018613;48
8;1000000;0.020048;0.018673;48
8;1000000;0.020025;0.018703;48
8;1000000;0.019863;0.018783;48
8;1000000;0.01978;0.017195;48
8;1000000;0.020202;0.017356;48
8;1000000;0.020354;0.022364;48
8;1000000;0.020384;0.017599;48
8;1000000;0.01976;0.017292;48
8;1000000;0.020262;0.017289;48
8;1000000;0.020722;0.017514;48
8;1000000;0.01995;0.020449;48
8;1000000;0.020616;0.017427;48
8;1000000;0.019949;0.018718;48
8;1000000;0.020221;0.020298;48
8;1000000;0.020095;0.018808;48
8;1000000;0.020403;0.018705;48
8;1000000;0.020226;0.018805;48
8;1000000;0.02006;0.021964;48
8;1000000;0.020156;0.018791;48
8;1000000;0.01993;0.019274;48
8;1000000;0.01959;0.0172;48
8;1000000;0.019728;0.020505;48
8;1000000;0.020161;0.022982;48
8;1000000;0.020963;0.017307;48
8;1000000;0.020283;0.017209;48
8;1000000;0.020365;0.022373;48
8;1000000;0.02023;0.018748;48
8;1000000;0.020355;0.022559;48
8;1000000;0.019833;0.022314;48
8;1000000;0.019889;0.018892;48
8;1000000;0.020231;0.020816;48
8;1000000;0.020906;0.018832;48
8;1000000;0.020199;0.022031;48
8;1000000;0.020234;0.017405;48
8;1000000;0.019691;0.02195;48
8;10000000;0.211546;0.225673;48
8;10000000;0.211022;0.199684;48
8;10000000;0.210021;0.211541;48
8;10000000;0.20971;0.230814;48
8;10000000;0.209997;0.194033;48
8;10000000;0.212061;0.227453;48
8;10000000;0.210791;0.194108;48
8;10000000;0.209289;0.214855;48
8;10000000;0.209683;0.243488;48
8;10000000;0.210843;0.231281;48
8;10000000;0.209832;0.232145;48
8;10000000;0.210347;0.196845;48
8;10000000;0.20968;0.23254;48
8;10000000;0.210359;0.208719;48
8;10000000;0.210354;0.224582;48
8;10000000;0.210289;0.243385;48
8;10000000;0.217977;0.232757;48
8;10000000;0.211227;0.234817;48
8;10000000;0.209759;0.195961;48
8;10000000;0.210126;0.211116;48
8;10000000;0.209602;0.229103;48
8;10000000;0.212427;0.196523;48
8;10000000;0.210887;0.214479;48
8;10000000;0.2107;0.216207;48
8;10000000;0.210626;0.247357;48
8;10000000;0.221868;0.192707;48
8;10000000;0.211385;0.193125;48
8;10000000;0.211456;0.197964;48
8;10000000;0.210451;0.218876;48
8;10000000;0.209796;0.194087;48
8;10000000;0.210029;0.253075;48
8;10000000;0.217804;0.194246;48
8;10000000;0.209648;0.24899;48
8;10000000;0.21126;0.194121;48
8;10000000;0.211275;0.194753;48
8;10000000;0.208993;0.225612;48
8;10000000;0.210155;0.260704;48
8;10000000;0.213163;0.194038;48
8;10000000;0.209315;0.198402;48
8;10000000;0.208928;0.19558;48
8;10000000;0.208384;0.197069;48
8;10000000;0.21828;0.195472;48
8;10000000;0.209813;0.195151;48
8;10000000;0.21193;0.199599;48
8;10000000;0.208628;0.194461;48
8;10000000;0.221687;0.232508;48
8;10000000;0.21035;0.224042;48
8;10000000;0.211586;0.227011;48
8;10000000;0.222425;0.2273;48
8;10000000;0.213302;0.230439;48
8;100000000;2.37337;2.35569;48
8;100000000;2.32207;2.35522;48
8;100000000;2.34921;2.48096;48
8;100000000;2.33662;2.17462;48
8;100000000;2.3404;2.21782;48
8;100000000;2.33416;2.70072;48
8;100000000;2.33093;2.17892;48
8;100000000;2.34153;2.3849;48
8;100000000;2.33949;2.6577;48
8;100000000;2.33403;2.3468;48
8;100000000;2.33245;2.5473;48
8;100000000;2.32823;2.3569;48
8;100000000;2.33428;2.39741;48
8;100000000;2.33697;2.16858;48
8;100000000;2.40038;2.1559;48
8;100000000;2.33536;2.50748;48
8;100000000;2.44031;2.15282;48
8;100000000;2.33956;2.21943;48
8;100000000;2.34231;2.37751;48
8;100000000;2.34435;2.16946;48
8;100000000;2.32874;2.17534;48
8;100000000;2.32801;2.20581;48
8;100000000;2.33471;2.33861;48
8;100000000;2.34058;2.51547;48
8;100000000;2.34734;2.60011;48
8;100000000;2.33102;2.38163;48
8;100000000;2.34033;2.31321;48
8;100000000;2.3713;2.17825;48
8;100000000;2.33442;2.16069;48
8;100000000;2.32834;2.18005;48
8;100000000;2.34587;2.15431;48
8;100000000;2.35098;2.24361;48
8;100000000;2.36151;2.17581;48
8;100000000;2.34518;2.1662;48
8;100000000;2.36748;2.51902;48
8;100000000;2.33739;2.36137;48
8;100000000;2.32654;2.47224;48
8;100000000;2.34768;2.20962;48
8;100000000;2.3461;2.22676;48
8;100000000;2.33652;2.21443;48
8;100000000;2.34406;2.5828;48
8;100000000;2.32738;2.16822;48
8;100000000;2.34574;2.793;48
8;100000000;2.34098;2.54289;48
8;100000000;2.32752;2.17889;48
8;100000000;2.35937;2.48104;48
8;100000000;2.35838;2.70556;48
8;100000000;2.32035;2.39384;48
8;100000000;2.33643;2.52973;48
8;100000000;2.38985;2.16993;48
